,player,result
1627,2,win via score
1628,1,win via score
1629,1,win via score
1630,0,win via score
1631,0,win via score
1632,1,win via score
1633,1,win via score
1634,1,win via score
1635,1,win via score
1636,1,win via score
1637,0,win via score
1638,2,win via score
1639,3,win via score
1640,0,win via score
1641,3,win via score
1642,1,win via score
1643,0,win via score
1644,2,win via score
1645,2,win via score
1646,2,win via score
1647,3,win via score
1648,0,win via score
1649,3,win via score
1650,1,win via score
1651,2,win via score
1652,2,win via score
1653,3,win via score
1654,1,win via score
1655,1,win via score
1656,3,win via score
1657,3,win via score
1658,2,win via score
1659,3,win via score
1660,1,win via score
1661,2,win via score
1662,2,win via score
1663,2,win via score
1664,2,win via score
1665,2,win via score
1666,0,win via score
1667,0,win via score
1668,1,win via score
1669,2,win via score
1670,1,win via score
1671,0,win via score
1672,1,win via score
1673,0,win via score
1674,0,win via score
1675,3,win via score
1676,2,win via elim
1677,1,win via score
1678,1,win via score
1679,1,win via score
1680,3,win via score
1681,3,win via score
1682,0,win via score
1683,0,win via score
1684,1,win via score
1685,1,win via score
1686,0,win via score
1687,3,win via score
1688,1,win via elim
1689,3,win via score
1690,1,win via score
1691,2,win via score
1692,0,win via score
1693,0,win via score
1694,2,win via score
1695,0,win via score
1696,0,win via score
1697,2,win via score
1698,2,win via score
1699,3,win via score
1700,1,win via score
1701,3,win via score
1702,0,win via elim
1703,0,win via score
1704,0,win via score
1705,3,win via score
1706,2,win via score
1707,0,win via score
1708,0,win via score
1709,2,win via score
1710,1,win via score
1711,2,win via score
1712,2,win via score
1713,2,win via elim
1714,1,win via score
1715,2,win via score
1716,3,win via score
1717,1,win via score
1718,0,win via score
1719,1,win via score
1720,2,win via score
1721,2,win via score
1722,1,win via score
1723,2,win via score
1724,1,win via score
1725,0,win via score
1726,2,win via score
1727,3,win via score
1728,3,win via score
1729,3,win via score
1730,2,win via score
1731,3,win via score
1732,0,win via elim
1733,3,win via score
1734,0,win via score
1735,3,win via score
1736,2,win via score
1737,0,win via score
1738,0,win via score
1739,3,win via score
1740,0,win via score
1741,1,win via score
1742,3,win via score
1743,1,win via score
1744,3,win via score
1745,0,win via score
1746,1,win via score
1747,2,win via score
1748,0,win via score
1749,2,win via score
1750,2,win via score
1751,2,win via score
1752,0,win via score
1753,0,win via score
1754,2,win via score
1755,2,win via score
1756,2,win via elim
1757,3,win via score
1758,1,win via score
1759,1,win via score
1760,0,win via score
1761,1,win via score
1762,1,win via score
1763,1,win via score
1764,3,win via score
1765,3,win via score
1766,0,win via score
1767,3,win via score
1768,0,win via score
1769,1,win via score
1770,2,win via score
1771,1,win via score
1772,1,win via score
1773,1,win via score
1774,0,win via score
1775,3,win via score
1776,2,win via score
1777,2,win via score
1778,1,win via score
1779,0,win via score
1780,1,win via score
1781,3,win via score
1782,2,win via score
1783,1,win via score
1784,2,win via score
1785,1,win via score
1786,0,win via elim
1787,1,win via score
1788,2,win via score
1789,3,win via score
1790,0,win via score
1791,0,win via score
1792,2,win via score
1793,2,win via score
1794,0,win via score
1795,3,win via score
1796,1,win via elim
1797,2,win via score
1798,1,win via score
1799,2,win via elim
1800,2,win via score
1801,0,win via score
1802,2,win via score
1803,3,win via score
1804,0,win via score
1805,1,win via score
1806,3,win via score
1807,0,win via score
1808,0,win via score
1809,1,win via score
1810,0,win via score
1811,0,win via score
1812,0,win via score
1813,0,win via score
1814,1,win via score
1815,3,win via score
1816,0,win via score
1817,2,win via score
1818,3,win via elim
1819,3,win via score
1820,3,win via score
1821,0,win via score
1822,1,win via score
1823,3,win via score
1824,3,win via score
1825,2,win via score
1826,1,win via score
1827,0,win via score
1828,0,win via score
1829,3,win via score
1830,0,win via score
1831,3,win via score
1832,1,win via score
1833,2,win via elim
1834,0,win via score
1835,2,win via score
1836,0,win via score
1837,0,win via score
1838,1,win via score
1839,1,win via score
1840,2,win via score
1841,1,win via score
1842,3,win via score
1843,3,win via score
1844,3,win via score
1845,3,win via score
1846,0,win via score
1847,3,win via score
1848,3,win via score
1849,1,win via score
1850,1,win via score
1851,2,win via score
1852,2,win via score
1853,3,win via score
1854,1,win via score
1855,1,win via score
1856,3,win via score
1857,3,win via score
1858,2,win via score
1859,0,win via score
1860,0,win via score
1861,1,win via score
1862,0,win via score
1863,1,win via score
1864,0,win via score
1865,3,win via score
1866,1,win via score
1867,2,win via score
1868,1,win via score
1869,2,win via score
1870,3,win via score
1871,0,win via score
1872,2,win via score
1873,1,win via score
1874,2,win via score
1875,2,win via score
1876,1,win via elim
1877,2,win via score
1878,0,win via score
1879,3,win via score
1880,3,win via score
1881,3,win via score
1882,1,win via score
1883,2,win via score
1884,2,win via score
1885,2,win via score
1886,3,win via score
1887,1,win via score
1888,0,win via score
1889,0,win via score
1890,3,win via score
1891,3,win via score
1892,3,win via score
1893,1,win via score
1894,2,win via score
1895,2,win via score
1896,1,win via score
1897,3,win via score
1898,0,win via score
1899,3,win via score
1900,1,win via score
1901,3,win via score
1902,1,win via score
1903,1,win via score
1904,1,win via score
1905,0,win via score
1906,3,win via score
1907,2,win via score
1908,3,win via score
1909,2,win via elim
1910,0,win via score
1911,1,win via score
1912,0,win via score
1913,2,win via score
1914,1,win via score
1915,3,win via score
1916,1,win via score
1917,2,win via score
1918,0,win via score
1919,3,win via score
1920,0,win via score
1921,0,win via score
1922,1,win via score
1923,1,win via score
1924,2,win via score
1925,0,win via score
1926,0,win via score
1927,1,win via score
1928,3,win via score
1929,0,win via score
1930,0,win via score
1931,0,win via score
1932,0,win via score
1933,2,win via score
1934,2,win via score
1935,0,win via score
1936,2,win via score
1937,0,win via score
1938,3,win via score
1939,3,win via score
1940,2,win via score
1941,1,win via score
1942,0,win via score
1943,1,win via score
1944,0,win via score
1945,1,win via score
1946,0,win via score
1947,2,win via score
1948,0,win via score
1949,2,win via score
1950,0,win via score
1951,3,win via score
1952,2,win via score
1953,1,win via score
1954,1,win via score
1955,2,win via score
1956,1,win via score
1957,2,win via score
1958,1,win via score
1959,1,win via score
1960,3,win via score
1961,0,win via score
1962,3,win via score
1963,1,win via score
1964,1,win via elim
1965,2,win via score
1966,2,win via score
1967,2,win via score
1968,0,win via score
1969,0,win via score
1970,0,win via score
1971,1,win via score
1972,0,win via score
1973,2,win via score
1974,1,win via score
1975,2,win via score
1976,1,win via score
1977,2,win via score
1978,0,win via score
1979,3,win via score
1980,0,win via score
1981,3,win via score
1982,0,win via score
1983,0,win via score
1984,0,win via score
1985,1,win via score
1986,0,win via score
1987,1,win via elim
1988,1,win via elim
1989,3,win via score
1990,0,win via score
1991,3,win via score
1992,0,win via score
1993,1,win via score
1994,2,win via score
1995,1,win via score
1996,2,win via score
1997,1,win via score
1998,2,win via score
1999,1,win via score
2000,0,win via score
2001,2,win via score
2002,1,win via score
2003,1,win via score
2004,2,win via score
2005,3,win via score
2006,0,win via score
2007,1,win via score
2008,1,win via score
2009,1,win via score
2010,2,win via score
2011,2,win via score
2012,2,win via score
2013,1,win via score
2014,1,win via score
2015,1,win via score
2016,0,win via score
2017,3,win via score
2018,0,win via score
2019,2,win via score
2020,0,win via score
2021,3,win via elim
2022,2,win via score
2023,2,win via score
2024,2,win via score
2025,2,win via score
2026,2,win via score
2027,2,win via score
2028,0,win via score
2029,2,win via score
2030,1,win via score
2031,2,win via elim
2032,2,win via score
2033,1,win via score
2034,0,win via score
2035,3,win via score
2036,0,win via score
2037,0,win via score
2038,0,win via score
2039,1,win via score
2040,3,win via score
2041,2,win via score
2042,3,win via score
2043,0,win via score
2044,2,win via score
2045,3,win via score
2046,1,win via score
2047,2,win via score
2048,0,win via score
2049,2,win via score
2050,3,win via elim
2051,2,win via score
2052,2,win via score
2053,0,win via score
2054,2,win via score
2055,3,win via score
2056,1,win via score
2057,0,win via score
2058,0,win via score
2059,0,win via score
2060,3,win via score
2061,2,win via score
2062,2,win via score
2063,3,win via score
2064,0,win via score
2065,3,win via score
2066,0,win via score
2067,1,win via score
2068,3,win via score
2069,3,win via score
2070,2,win via score
2071,1,win via score
2072,2,win via score
2073,3,win via score
2074,3,win via score
2075,0,win via score
2076,0,win via score
2077,1,win via score
2078,2,win via score
2079,1,win via score
2080,1,win via score
2081,3,win via score
2082,2,win via score
2083,2,win via score
2084,3,win via score
2085,1,win via score
2086,1,win via score
2087,0,win via score
2088,2,win via score
2089,2,win via score
2090,0,win via score
2091,0,win via score
2092,2,win via score
2093,3,win via score
2094,0,win via score
2095,0,win via score
2096,3,win via score
2097,0,win via score
2098,1,win via score
2099,3,win via score
2100,0,win via score
2101,1,win via score
2102,1,win via score
2103,0,win via score
2104,2,win via score
2105,0,win via score
2106,0,win via score
2107,0,win via score
2108,0,win via score
2109,1,win via score
2110,0,win via score
2111,1,win via score
2112,2,win via score
2113,0,win via score
2114,3,win via score
2115,1,win via score
2116,1,win via score
2117,1,win via score
2118,1,win via score
2119,2,win via score
2120,2,win via score
2121,2,win via score
2122,3,win via score
2123,1,win via score
2124,1,win via score
2125,3,win via score
2126,2,win via score
2127,0,win via score
2128,3,win via score
2129,0,win via score
2130,3,win via score
2131,0,win via score
2132,0,win via score
2133,0,win via score
2134,1,win via score
2135,0,win via score
2136,3,win via score
2137,3,win via score
2138,0,win via score
2139,0,win via score
2140,0,win via score
2141,0,win via score
2142,1,win via score
2143,2,win via score
2144,0,win via score
2145,0,win via score
2146,1,win via score
2147,2,win via score
2148,3,win via score
2149,1,win via score
2150,3,win via score
2151,3,win via elim
2152,1,win via score
2153,3,win via score
2154,1,win via score
2155,3,win via score
2156,2,win via score
2157,2,win via score
2158,2,win via score
2159,1,win via score
2160,2,win via score
2161,1,win via score
2162,2,win via score
2163,3,win via score
2164,3,win via score
2165,1,win via score
2166,0,win via score
2167,0,win via score
2168,3,win via score
2169,1,win via score
2170,3,win via score
2171,1,win via score
2172,0,win via score
2173,2,win via score
2174,3,win via score
2175,2,win via score
2176,1,win via score
2177,0,win via score
2178,2,win via score
2179,3,win via score
2180,1,win via score
2181,0,win via score
2182,3,win via score
2183,3,win via score
2184,2,win via score
2185,0,win via score
2186,1,win via score
2187,1,win via score
2188,2,win via score
2189,1,win via score
2190,3,win via score
2191,2,win via score
2192,0,win via score
2193,0,win via score
2194,3,win via score
2195,1,win via score
2196,2,win via score
2197,0,win via score
2198,0,win via score
